,,,"Halifax, Regional municipality [Census subdivision], Nova Scotia",,,,,,"Nova Scotia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Labour force status","    Employed",,  209350,,  105865,,  103490,,  427310,,  215010,,  212305,
"Labour force status","    Unemployed",,   16505,,    9165,,    7345,,   47280,,   27765,,   19520,
"Labour force status","  Not in the labour force",,  111130,,   46835,,   64295,,  300155,,  129680,,  170475,
"Labour force status","Participation rate",, 67.0,, 71.1,, 63.3,, 61.3,, 65.2,, 57.6,
"Labour force status","Employment rate",, 62.1,, 65.4,, 59.1,, 55.2,, 57.7,, 52.8,
"Labour force status","Unemployment rate",,  7.3,,  8.0,,  6.6,, 10.0,, 11.4,,  8.4,
"Work activity during the reference year","Total population aged 15 years and over by work activity during the reference year - 25% sample data",164,  336990,,  161860,,  175125,,  774750,,  372455,,  402295,
"Work activity during the reference year","  Did not work",165,  101955,,   43040,,   58920,,  274375,,  117550,,  156825,
"Work activity during the reference year","  Worked",,  235030,,  118825,,  116210,,  500370,,  254905,,  245465,
"Work activity during the reference year","    Worked full year; full time",166,  128760,,   69880,,   58880,,  252820,,  135940,,  116880,
"Work activity during the reference year","    Worked part year and/or part time",167,  106275,,   48945,,   57335,,  247550,,  118965,,  128585,
"Work activity during the reference year","Average weeks worked in reference year",, 43.1,, 43.6,, 42.7,, 41.6,, 41.5,, 41.7,
"Class of worker","Total labour force aged 15 years and over by class of worker - 25% sample data",168,  225855,,  115030,,  110830,,  474590,,  242775,,  231820,
"Class of worker","  Class of worker - not applicable",169,    4065,,    2120,,    1950,,    9265,,    4800,,    4470,
"Class of worker","  All classes of workers",170,  221785,,  112905,,  108880,,  465330,,  237975,,  227350,
"Class of worker","    Employee",,  201580,,  100695,,  100880,,  420745,,  210170,,  210570,
"Class of worker","    Self-employed",171,   20205,,   12210,,    7995,,   44585,,   27805,,   16775,
"Occupation - National Occupational Classification (NOC) 2016","Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data",172,  225855,,  115025,,  110830,,  474595,,  242775,,  231820,
"Occupation - National Occupational Classification (NOC) 2016","  Occupation - not applicable",169,    4070,,    2120,,    1950,,    9265,,    4800,,    4470,
"Occupation - National Occupational Classification (NOC) 2016","  All occupations",170,  221785,,  112905,,  108880,,  465330,,  237975,,  227350,
"Occupation - National Occupational Classification (NOC) 2016","    0 Management occupations",,   24330,,   14500,,    9835,,   45530,,   27170,,   18365,
"Occupation - National Occupational Classification (NOC) 2016","    1 Business; finance and administration occupations",,   36720,,   10880,,   25835,,   67495,,   17930,,   49565,
"Occupation - National Occupational Classification (NOC) 2016","    2 Natural and applied sciences and related occupations",,   17555,,   14110,,    3450,,   27450,,   21980,,    5465,
"Occupation - National Occupational Classification (NOC) 2016","    3 Health occupations",,   17425,,    3410,,   14015,,   37600,,    6290,,   31310,
"Occupation - National Occupational Classification (NOC) 2016","    4 Occupations in education; law and social; community and government services",,   30370,,   12010,,   18360,,   58165,,   20975,,   37185,
"Occupation - National Occupational Classification (NOC) 2016","    5 Occupations in art; culture; recreation and sport",,    7550,,    3570,,    3980,,   12490,,    5560,,    6930,
"Occupation - National Occupational Classification (NOC) 2016","    6 Sales and service occupations",,   55150,,   24340,,   30805,,  113135,,   45385,,   67750,
"Occupation - National Occupational Classification (NOC) 2016","    7 Trades; transport and equipment operators and related occupations",,   26160,,   24865,,    1300,,   67625,,   64200,,    3430,
"Occupation - National Occupational Classification (NOC) 2016","    8 Natural resources; agriculture and related production occupations",,    2735,,    2310,,     430,,   18380,,   15730,,    2650,
"Occupation - National Occupational Classification (NOC) 2016","    9 Occupations in manufacturing and utilities",,    3790,,    2915,,     870,,   17460,,   12755,,    4705,
"Industry - North American Industry Classification System (NAICS) 2012","Total labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data",173,  225855,,  115025,,  110825,,  474595,,  242775,,  231820,
"Industry - North American Industry Classification System (NAICS) 2012","  Industry - NAICS2012 - not applicable",169,    4065,,    2120,,    1950,,    9265,,    4795,,    4465,
"Industry - North American Industry Classification System (NAICS) 2012","  All industry categories",170,  221785,,  112910,,  108880,,  465330,,  237975,,  227350,
"Industry - North American Industry Classification System (NAICS) 2012","    11 Agriculture; forestry; fishing and hunting",,    1440,,    1070,,     375,,   17775,,   14165,,    3610,
"Industry - North American Industry Classification System (NAICS) 2012","    21 Mining; quarrying; and oil and gas extraction",,    1115,,     970,,     145,,    4025,,    3630,,     390,
"Industry - North American Industry Classification System (NAICS) 2012","    22 Utilities",,    1600,,    1045,,     550,,    2880,,    2115,,     760,
"Industry - North American Industry Classification System (NAICS) 2012","    23 Construction",,   13805,,   12275,,    1535,,   33555,,   30185,,    3370,
"Industry - North American Industry Classification System (NAICS) 2012","    31-33 Manufacturing",,   10000,,    7315,,    2695,,   32375,,   23565,,    8810,
"Industry - North American Industry Classification System (NAICS) 2012","    41 Wholesale trade",,    7070,,    5105,,    1965,,   13345,,    9650,,    3690,
"Industry - North American Industry Classification System (NAICS) 2012","    44-45 Retail trade",,   26545,,   11985,,   14565,,   59570,,   26295,,   33280,
"Industry - North American Industry Classification System (NAICS) 2012","    48-49 Transportation and warehousing",,   10020,,    7635,,    2385,,   19660,,   14980,,    4680,
"Industry - North American Industry Classification System (NAICS) 2012","    51 Information and cultural industries",,    6320,,    3610,,    2710,,    9310,,    5250,,    4055,
"Industry - North American Industry Classification System (NAICS) 2012","    52 Finance and insurance",,   10370,,    4235,,    6130,,   15240,,    5690,,    9545,
"Industry - North American Industry Classification System (NAICS) 2012","    53 Real estate and rental and leasing",,    4390,,    2455,,    1935,,    6870,,    3890,,    2980,
"Industry - North American Industry Classification System (NAICS) 2012","    54 Professional; scientific and technical services",,   17540,,    9885,,    7655,,   26065,,   14090,,   11975,
"Industry - North American Industry Classification System (NAICS) 2012","    55 Management of companies and enterprises",,     230,,      90,,     140,,     625,,     255,,     365,
"Industry - North American Industry Classification System (NAICS) 2012","    56 Administrative and support; waste management and remediation services",,   11680,,    6820,,    4860,,   22240,,   12950,,    9295,
"Industry - North American Industry Classification System (NAICS) 2012","    61 Educational services",,   17530,,    5935,,   11595,,   35480,,   11705,,   23780,
"Industry - North American Industry Classification System (NAICS) 2012","    62 Health care and social assistance",,   28970,,    5415,,   23555,,   64390,,   10435,,   53955,
"Industry - North American Industry Classification System (NAICS) 2012","    71 Arts; entertainment and recreation",,    4835,,    2495,,    2345,,    9385,,    4555,,    4835,
"Industry - North American Industry Classification System (NAICS) 2012","    72 Accommodation and food services",,   16125,,    6840,,    9280,,   33115,,   12095,,   21025,
